filter,stock,value
Dividend_Size_L1 not empty,CJT-CA,1
Dividend_Size_L1 not empty,EFX-CA,1
Dividend_Size_L1 not empty,AQN-CA,1
Dividend_Size_L1 not empty,MRU-CA,1
Dividend_Size_L1 not empty,PSI-CA,1
Dividend_Size_L1 not empty,IIP.UT-CA,1
Dividend_Size_L1 not empty,CNR-CA,1
Dividend_Size_L1 not empty,BAM.A-CA,1
Dividend_Size_L1 not empty,MG-CA,1
Dividend_Size_L1 not empty,TFII-CA,1
Dividend_Size_L1 not empty,CP-CA,1
Dividend_Size_L1 not empty,SJ-CA,1
Dividend_Size_L1 not empty,OGC-CA,1
Dividend_Size_L1 not empty,TIH-CA,1
Dividend_Size_L1 not empty,ATD.B-CA,1
Dividend_Size_L1 not empty,CAE-CA,1
Dividend_Size_L1 not empty,DOL-CA,1
Dividend_Size_L1 not empty,CCL.B-CA,1
Dividend_Size_L1 not empty,ENGH-CA,1
Dividend_Size_L1 not empty,WCN-CA,1
Dividend_Size_L1 not empty,MTY-CA,1
Dividend_Size_L1 not empty,MRE-CA,1
Dividend_Size_L1 not empty,CIGI-CA,1
Dividend_Size_L1 not empty,GIL-CA,1
Dividend_Size_L1 not empty,WFT-CA,1
Dividend_Size_L1 not empty,BAD-CA,1
Dividend_Size_L1 not empty,QBR.B-CA,1
Dividend_Size_L2 not empty,NXE-CA,0
Dividend_Size_L2 not empty,GEI-CA,1
Dividend_Size_L2 not empty,D.UT-CA,1
Dividend_Size_L2 not empty,WSP-CA,1
Dividend_Size_L2 not empty,CHP.UT-CA,1
Dividend_Size_L2 not empty,EDV-CA,0
Dividend_Size_L2 not empty,LUN-CA,0
Dividend_Size_L2 not empty,KEL-CA,0
Dividend_Size_L2 not empty,IFP-CA,0
Dividend_Size_L2 not empty,RNW-CA,1
Dividend_Size_L2 not empty,APHA-CA,0
Dividend_Size_L2 not empty,SW-CA,0
Dividend_Size_L2 not empty,TRST-CA,0
Dividend_Size_L2 not empty,BBU.UT-CA,1
Dividend_Size_L2 not empty,EFN-CA,1
Dividend_Size_L2 not empty,AIF-CA,1
Dividend_Size_L2 not empty,CG-CA,0
Dividend_Size_L2 not empty,CCO-CA,1
Dividend_Size_L2 not empty,CSH.UT-CA,1
Dividend_Size_L2 not empty,LNR-CA,1
Dividend_Size_L2 not empty,HR.UT-CA,1
Dividend_Size_L2 not empty,IGM-CA,1
Dividend_Size_L2 not empty,ATZ-CA,0
Dividend_Size_L2 not empty,SSL-CA,0
Dividend_Size_L2 not empty,CHR-CA,1
Dividend_Size_L2 not empty,CVE-CA,1
Dividend_Size_L2 not empty,AFN-CA,1
Dividend_Size_L2 not empty,PVG-CA,0
Dividend_Size_L2 not empty,BIR-CA,0
Dividend_Size_L2 not empty,CPG-CA,1
Dividend_Size_L2 not empty,SSRM-CA,0
Dividend_Size_L2 not empty,K-CA,0
Dividend_Size_L2 not empty,NTR-CA,0
Dividend_Size_L2 not empty,CFP-CA,0
Dividend_Size_L2 not empty,NG-CA,0
Dividend_Size_L2 not empty,MSI-CA,1
Dividend_Size_L2 not empty,DSG-CA,0
Dividend_Size_L2 not empty,BTO-CA,0
Dividend_Size_L2 not empty,CUF.UT-CA,1
Dividend_Size_L2 not empty,AGI-CA,1
Dividend_Size_L2 not empty,WJA-CA,1
Dividend_Size_L2 not empty,MAG-CA,0
Dividend_Size_L2 not empty,CRR.UT-CA,1
Dividend_Size_L2 not empty,KXS-CA,0
Dividend_Size_L2 not empty,ERF-CA,1
Dividend_Size_L2 not empty,ASR-CA,0
Dividend_Size_L2 not empty,CIX-CA,1
Dividend_Size_L2 not empty,ARX-CA,1
Dividend_Size_L2 not empty,NVU.UT-CA,1
Dividend_Size_L2 not empty,HEXO-CA,0
Dividend_Size_L2 not empty,TECK.B-CA,1
Dividend_Size_L2 not empty,SMF-CA,0
Dividend_Size_L2 not empty,GOOS-CA,0
Dividend_Size_L2 not empty,HSE-CA,0
Dividend_Size_L2 not empty,SHOP-CA,0
Dividend_Size_L2 not empty,KL-CA,0
Dividend_Size_L2 not empty,IVN-CA,0
Dividend_Size_L2 not empty,NWH.UT-CA,1
Dividend_Size_L2 not empty,BEI.UT-CA,1
Dividend_Size_L2 not empty,SJR.B-CA,1
Dividend_Size_L2 not empty,FCR-CA,1
Dividend_Size_L2 not empty,ACB-CA,0
Dividend_Size_L2 not empty,ESI-CA,1
Dividend_Size_L2 not empty,PEY-CA,1
Dividend_Size_L2 not empty,ERO-CA,0
Dividend_Size_L2 not empty,TRQ-CA,0
Dividend_Size_L2 not empty,SMU.UT-CA,1
Dividend_Size_L2 not empty,GC-CA,0
Dividend_Size_L2 not empty,FR-CA,0
Dividend_Size_L2 not empty,DOO-CA,0
Dividend_Size_L2 not empty,BB-CA,0
Dividend_Size_L2 not empty,SCL-CA,1
Dividend_Size_L2 not empty,SRU.UT-CA,1
Dividend_Size_L2 not empty,TXG-CA,0
Dividend_Size_L2 not empty,GIB.A-CA,0
Dividend_Size_L2 not empty,GUD-CA,0
Dividend_Size_L2 not empty,WPK-CA,1
Dividend_Size_L2 not empty,ECN-CA,0
Dividend_Size_L2 not empty,DRG.UT-CA,1
Dividend_Size_L2 not empty,WCP-CA,1
Dividend_Size_L2 not empty,DGC-CA,0
Dividend_Size_L2 not empty,TOU-CA,0
Dividend_Size_L2 not empty,WTE-CA,1
Dividend_Size_L2 not empty,AX.UT-CA,1
Dividend_Size_L2 not empty,PXT-CA,0
Dividend_Size_L2 not empty,WEED-CA,0
Dividend_Size_L2 not empty,DIR.UT-CA,1
Dividend_Size_L2 not empty,EXE-CA,1
Dividend_Size_L2 not empty,ALA-CA,1
Dividend_Size_L2 not empty,TOY-CA,0
Dividend_Size_L2 not empty,CRON-CA,0
Dividend_Size_L2 not empty,TRI-CA,1
Dividend_Size_L2 not empty,CSU-CA,1
Dividend_Size_L2 not empty,SNC-CA,1
Dividend_Size_L2 not empty,TOG-CA,1
Dividend_Size_L2 not empty,CGX-CA,1
Dividend_Size_L2 not empty,FRU-CA,1
Dividend_Size_L2 not empty,AD-CA,1
Dividend_Size_L2 not empty,PSK-CA,1
Dividend_Size_L2 not empty,IPL-CA,1
Dividend_Size_L2 not empty,TCL.A-CA,1
Dividend_Size_L2 not empty,FFH-CA,1
Dividend_Size_L2 not empty,WEF-CA,1
Dividend_Size_L2 not empty,LB-CA,1
Dividend_Size_L2 not empty,MTL-CA,1
Dividend_Size_L2 not empty,REI.UT-CA,1
Dividend_Size_L2 not empty,SES-CA,1
Dividend_Size_L2 not empty,SIA-CA,1
Dividend_Size_L2 not empty,CM-CA,1
Dividend_Size_L2 not empty,EIF-CA,1
Dividend_Size_L2 not empty,FTT-CA,1
Dividend_Size_L2 not empty,KEY-CA,1
Dividend_Size_L2 not empty,NWC-CA,1
Dividend_Size_L2 not empty,NFI-CA,1
Dividend_Size_L2 not empty,WPM-CA,1
Dividend_Size_L2 not empty,BLX-CA,1
Dividend_Size_L2 not empty,INE-CA,1
Dividend_Size_L2 not empty,PWF-CA,1
Dividend_Size_L2 not empty,NPI-CA,1
Dividend_Size_L2 not empty,BEP.UT-CA,1
Dividend_Size_L2 not empty,H-CA,1
Dividend_Size_L2 not empty,GWO-CA,1
Dividend_Size_L2 not empty,CPX-CA,1
Dividend_Size_L2 not empty,BCE-CA,1
Dividend_Size_L2 not empty,OR-CA,1
Dividend_Size_L2 not empty,EMA-CA,1
Dividend_Size_L2 not empty,WN-CA,1
Dividend_Size_L2 not empty,BNS-CA,1
Dividend_Size_L2 not empty,AP.UT-CA,1
Dividend_Size_L2 not empty,ZZZ-CA,1
Dividend_Size_L2 not empty,POW-CA,1
Dividend_Size_L2 not empty,ENB-CA,1
Dividend_Size_L2 not empty,RCI.B-CA,1
Dividend_Size_L2 not empty,PPL-CA,1
Dividend_Size_L2 not empty,STN-CA,1
Dividend_Size_L2 not empty,CWB-CA,1
Dividend_Size_L2 not empty,PBH-CA,1
Dividend_Size_L2 not empty,BMO-CA,1
Dividend_Size_L2 not empty,BPY.UT-CA,1
Dividend_Size_L2 not empty,T-CA,1
Dividend_Size_L2 not empty,CU-CA,1
Dividend_Size_L2 not empty,FNV-CA,1
Dividend_Size_L2 not empty,NA-CA,1
Dividend_Size_L2 not empty,KMP.UT-CA,1
Dividend_Size_L2 not empty,RY-CA,1
Dividend_Size_L2 not empty,FTS-CA,1
Dividend_Size_L2 not empty,TCN-CA,1
Dividend_Size_L2 not empty,ECA-CA,1
Dividend_Size_L2 not empty,L-CA,1
Dividend_Size_L2 not empty,MIC-CA,1
Dividend_Size_L2 not empty,CTC.A-CA,1
Dividend_Size_L2 not empty,SAP-CA,1
Dividend_Size_L2 not empty,TRP-CA,1
Dividend_Size_L2 not empty,CNQ-CA,1
Dividend_Size_L2 not empty,RCH-CA,1
Dividend_Size_L2 not empty,SU-CA,1
Dividend_Size_L2 not empty,AEM-CA,1
Dividend_Size_L2 not empty,ARE-CA,1
Dividend_Size_L2 not empty,EMP.A-CA,1
Dividend_Size_L2 not empty,IFC-CA,1
Dividend_Size_L2 not empty,ONEX-CA,1
Dividend_Size_L2 not empty,ACO.X-CA,1
Dividend_Size_L2 not empty,BIP.UT-CA,1
Dividend_Size_L2 not empty,SLF-CA,1
Dividend_Size_L2 not empty,TD-CA,1
Dividend_Size_L2 not empty,CAR.UT-CA,1
Dividend_Size_L2 not empty,MFI-CA,1
Dividend_Size_L2 not empty,MFC-CA,1
Dividend_Size_L2 not empty,IAG-CA,1
Dividend_Size_L2 not empty,LIF-CA,1
Dividend_Size_L2 not empty,ABX-CA,1
Dividend_Size_L2 not empty,IMO-CA,1
Dividend_Size_L2 not empty,GRT.UT-CA,1
Dividend_Size_L2 not empty,X-CA,1
Dividend_Size_L2 not empty,PAAS-CA,1
Dividend_Size_L2 not empty,CJT-CA,1
Dividend_Size_L2 not empty,EFX-CA,1
Dividend_Size_L2 not empty,AQN-CA,1
Dividend_Size_L2 not empty,MRU-CA,1
Dividend_Size_L2 not empty,PSI-CA,1
Dividend_Size_L2 not empty,IIP.UT-CA,1
Dividend_Size_L2 not empty,CNR-CA,1
Dividend_Size_L2 not empty,BAM.A-CA,1
Dividend_Size_L2 not empty,MG-CA,1
Dividend_Size_L2 not empty,TFII-CA,1
Dividend_Size_L2 not empty,CP-CA,1
Dividend_Size_L2 not empty,SJ-CA,1
Dividend_Size_L2 not empty,OGC-CA,1
Dividend_Size_L2 not empty,TIH-CA,1
Dividend_Size_L2 not empty,ATD.B-CA,1
Dividend_Size_L2 not empty,CAE-CA,1
Dividend_Size_L2 not empty,DOL-CA,1
Dividend_Size_L2 not empty,CCL.B-CA,1
Dividend_Size_L2 not empty,ENGH-CA,1
Dividend_Size_L2 not empty,WCN-CA,1
Dividend_Size_L2 not empty,MTY-CA,1
Dividend_Size_L2 not empty,MRE-CA,1
Dividend_Size_L2 not empty,CIGI-CA,1
Dividend_Size_L2 not empty,GIL-CA,1
Dividend_Size_L2 not empty,WFT-CA,1
Dividend_Size_L2 not empty,BAD-CA,1
Dividend_Size_L2 not empty,QBR.B-CA,1
Dividend_Size >0.04,NXE-CA,0
Dividend_Size >0.04,GEI-CA,1
Dividend_Size >0.04,D.UT-CA,1
Dividend_Size >0.04,WSP-CA,1
Dividend_Size >0.04,CHP.UT-CA,1
Dividend_Size >0.04,EDV-CA,0
Dividend_Size >0.04,LUN-CA,0
Dividend_Size >0.04,KEL-CA,0
Dividend_Size >0.04,IFP-CA,0
Dividend_Size >0.04,RNW-CA,1
Dividend_Size >0.04,APHA-CA,0
Dividend_Size >0.04,SW-CA,0
Dividend_Size >0.04,TRST-CA,0
Dividend_Size >0.04,BBU.UT-CA,1
Dividend_Size >0.04,EFN-CA,1
Dividend_Size >0.04,AIF-CA,1
Dividend_Size >0.04,CG-CA,0
Dividend_Size >0.04,CCO-CA,1
Dividend_Size >0.04,CSH.UT-CA,1
Dividend_Size >0.04,LNR-CA,1
Dividend_Size >0.04,HR.UT-CA,1
Dividend_Size >0.04,IGM-CA,1
Dividend_Size >0.04,ATZ-CA,0
Dividend_Size >0.04,SSL-CA,0
Dividend_Size >0.04,CHR-CA,1
Dividend_Size >0.04,CVE-CA,1
Dividend_Size >0.04,AFN-CA,1
Dividend_Size >0.04,PVG-CA,0
Dividend_Size >0.04,BIR-CA,0
Dividend_Size >0.04,CPG-CA,1
Dividend_Size >0.04,SSRM-CA,0
Dividend_Size >0.04,K-CA,0
Dividend_Size >0.04,NTR-CA,0
Dividend_Size >0.04,CFP-CA,0
Dividend_Size >0.04,NG-CA,0
Dividend_Size >0.04,MSI-CA,1
Dividend_Size >0.04,DSG-CA,0
Dividend_Size >0.04,BTO-CA,0
Dividend_Size >0.04,CUF.UT-CA,1
Dividend_Size >0.04,AGI-CA,1
Dividend_Size >0.04,WJA-CA,1
Dividend_Size >0.04,MAG-CA,0
Dividend_Size >0.04,CRR.UT-CA,1
Dividend_Size >0.04,KXS-CA,0
Dividend_Size >0.04,ERF-CA,1
Dividend_Size >0.04,ASR-CA,0
Dividend_Size >0.04,CIX-CA,1
Dividend_Size >0.04,ARX-CA,1
Dividend_Size >0.04,NVU.UT-CA,1
Dividend_Size >0.04,HEXO-CA,0
Dividend_Size >0.04,TECK.B-CA,1
Dividend_Size >0.04,SMF-CA,0
Dividend_Size >0.04,GOOS-CA,0
Dividend_Size >0.04,HSE-CA,0
Dividend_Size >0.04,SHOP-CA,0
Dividend_Size >0.04,KL-CA,0
Dividend_Size >0.04,IVN-CA,0
Dividend_Size >0.04,NWH.UT-CA,1
Dividend_Size >0.04,BEI.UT-CA,1
Dividend_Size >0.04,SJR.B-CA,1
Dividend_Size >0.04,FCR-CA,1
Dividend_Size >0.04,ACB-CA,0
Dividend_Size >0.04,ESI-CA,1
Dividend_Size >0.04,PEY-CA,1
Dividend_Size >0.04,ERO-CA,0
Dividend_Size >0.04,TRQ-CA,0
Dividend_Size >0.04,SMU.UT-CA,1
Dividend_Size >0.04,GC-CA,0
Dividend_Size >0.04,FR-CA,0
Dividend_Size >0.04,DOO-CA,0
Dividend_Size >0.04,BB-CA,0
Dividend_Size >0.04,SCL-CA,1
Dividend_Size >0.04,SRU.UT-CA,1
Dividend_Size >0.04,TXG-CA,0
Dividend_Size >0.04,GIB.A-CA,0
Dividend_Size >0.04,GUD-CA,0
Dividend_Size >0.04,WPK-CA,1
Dividend_Size >0.04,ECN-CA,0
Dividend_Size >0.04,DRG.UT-CA,1
Dividend_Size >0.04,WCP-CA,1
Dividend_Size >0.04,DGC-CA,0
Dividend_Size >0.04,TOU-CA,0
Dividend_Size >0.04,WTE-CA,1
Dividend_Size >0.04,AX.UT-CA,1
Dividend_Size >0.04,PXT-CA,0
Dividend_Size >0.04,WEED-CA,0
Dividend_Size >0.04,DIR.UT-CA,1
Dividend_Size >0.04,EXE-CA,1
Dividend_Size >0.04,ALA-CA,1
Dividend_Size >0.04,TOY-CA,0
Dividend_Size >0.04,CRON-CA,0
Dividend_Size >0.04,TRI-CA,1
Dividend_Size >0.04,CSU-CA,1
Dividend_Size >0.04,SNC-CA,1
Dividend_Size >0.04,TOG-CA,1
Dividend_Size >0.04,CGX-CA,1
Dividend_Size >0.04,FRU-CA,1
Dividend_Size >0.04,AD-CA,1
Dividend_Size >0.04,PSK-CA,1
Dividend_Size >0.04,IPL-CA,1
Dividend_Size >0.04,TCL.A-CA,1
Dividend_Size >0.04,FFH-CA,1
Dividend_Size >0.04,WEF-CA,1
Dividend_Size >0.04,LB-CA,1
Dividend_Size >0.04,MTL-CA,1
Dividend_Size >0.04,REI.UT-CA,1
Dividend_Size >0.04,SES-CA,1
Dividend_Size >0.04,SIA-CA,1
Dividend_Size >0.04,CM-CA,1
Dividend_Size >0.04,EIF-CA,1
Dividend_Size >0.04,FTT-CA,1
Dividend_Size >0.04,KEY-CA,1
Dividend_Size >0.04,NWC-CA,1
Dividend_Size >0.04,NFI-CA,1
Dividend_Size >0.04,WPM-CA,1
Dividend_Size >0.04,BLX-CA,1
Dividend_Size >0.04,INE-CA,1
Dividend_Size >0.04,PWF-CA,1
Dividend_Size >0.04,NPI-CA,1
Dividend_Size >0.04,BEP.UT-CA,1
Dividend_Size >0.04,H-CA,1
Dividend_Size >0.04,GWO-CA,1
Dividend_Size >0.04,CPX-CA,1
Dividend_Size >0.04,BCE-CA,1
Dividend_Size >0.04,OR-CA,1
Dividend_Size >0.04,EMA-CA,1
Dividend_Size >0.04,WN-CA,1
Dividend_Size >0.04,BNS-CA,1
Dividend_Size >0.04,AP.UT-CA,1
Dividend_Size >0.04,ZZZ-CA,1
Dividend_Size >0.04,POW-CA,1
Dividend_Size >0.04,ENB-CA,1
Dividend_Size >0.04,RCI.B-CA,1
Dividend_Size >0.04,PPL-CA,1
Dividend_Size >0.04,STN-CA,1
Dividend_Size >0.04,CWB-CA,1
Dividend_Size >0.04,PBH-CA,1
Dividend_Size >0.04,BMO-CA,1
Dividend_Size >0.04,BPY.UT-CA,1
Dividend_Size >0.04,T-CA,1
Dividend_Size >0.04,CU-CA,1
Dividend_Size >0.04,FNV-CA,1
Dividend_Size >0.04,NA-CA,1
Dividend_Size >0.04,KMP.UT-CA,1
Dividend_Size >0.04,RY-CA,1
Dividend_Size >0.04,FTS-CA,1
Dividend_Size >0.04,TCN-CA,1
Dividend_Size >0.04,ECA-CA,1
Dividend_Size >0.04,L-CA,1
Dividend_Size >0.04,MIC-CA,1
Dividend_Size >0.04,CTC.A-CA,1
Dividend_Size >0.04,SAP-CA,1
Dividend_Size >0.04,TRP-CA,1
Dividend_Size >0.04,CNQ-CA,1
Dividend_Size >0.04,RCH-CA,1
Dividend_Size >0.04,SU-CA,1
Dividend_Size >0.04,AEM-CA,1
Dividend_Size >0.04,ARE-CA,1
Dividend_Size >0.04,EMP.A-CA,1
Dividend_Size >0.04,IFC-CA,1
Dividend_Size >0.04,ONEX-CA,1
Dividend_Size >0.04,ACO.X-CA,1
Dividend_Size >0.04,BIP.UT-CA,1
Dividend_Size >0.04,SLF-CA,1
Dividend_Size >0.04,TD-CA,1
Dividend_Size >0.04,CAR.UT-CA,1
Dividend_Size >0.04,MFI-CA,1
Dividend_Size >0.04,MFC-CA,1
Dividend_Size >0.04,IAG-CA,1
Dividend_Size >0.04,LIF-CA,1
Dividend_Size >0.04,ABX-CA,1
Dividend_Size >0.04,IMO-CA,1
Dividend_Size >0.04,GRT.UT-CA,1
Dividend_Size >0.04,X-CA,1
Dividend_Size >0.04,PAAS-CA,1
Dividend_Size >0.04,CJT-CA,1
Dividend_Size >0.04,EFX-CA,1
Dividend_Size >0.04,AQN-CA,1
Dividend_Size >0.04,MRU-CA,1
Dividend_Size >0.04,PSI-CA,1
Dividend_Size >0.04,IIP.UT-CA,1
Dividend_Size >0.04,CNR-CA,1
Dividend_Size >0.04,BAM.A-CA,1
Dividend_Size >0.04,MG-CA,1
Dividend_Size >0.04,TFII-CA,1
Dividend_Size >0.04,CP-CA,1
Dividend_Size >0.04,SJ-CA,1
Dividend_Size >0.04,OGC-CA,1
Dividend_Size >0.04,TIH-CA,1
Dividend_Size >0.04,ATD.B-CA,1
Dividend_Size >0.04,CAE-CA,1
Dividend_Size >0.04,DOL-CA,1
Dividend_Size >0.04,CCL.B-CA,1
Dividend_Size >0.04,ENGH-CA,1
Dividend_Size >0.04,WCN-CA,1
Dividend_Size >0.04,MTY-CA,1
Dividend_Size >0.04,MRE-CA,1
Dividend_Size >0.04,CIGI-CA,1
Dividend_Size >0.04,GIL-CA,1
Dividend_Size >0.04,WFT-CA,1
Dividend_Size >0.04,BAD-CA,1
Dividend_Size >0.04,QBR.B-CA,1
Dividend Growth L0,NXE-CA,0
Dividend Growth L0,GEI-CA,0
Dividend Growth L0,D.UT-CA,0
Dividend Growth L0,WSP-CA,0
Dividend Growth L0,CHP.UT-CA,0
Dividend Growth L0,EDV-CA,0
Dividend Growth L0,LUN-CA,0
Dividend Growth L0,KEL-CA,0
Dividend Growth L0,IFP-CA,0
Dividend Growth L0,RNW-CA,1
Dividend Growth L0,APHA-CA,0
Dividend Growth L0,SW-CA,0
Dividend Growth L0,TRST-CA,0
Dividend Growth L0,BBU.UT-CA,0
Dividend Growth L0,EFN-CA,0
Dividend Growth L0,AIF-CA,0
Dividend Growth L0,CG-CA,0
Dividend Growth L0,CCO-CA,0
Dividend Growth L0,CSH.UT-CA,0
Dividend Growth L0,LNR-CA,1
Dividend Growth L0,HR.UT-CA,0
Dividend Growth L0,IGM-CA,0
Dividend Growth L0,ATZ-CA,0
Dividend Growth L0,SSL-CA,0
Dividend Growth L0,CHR-CA,0
Dividend Growth L0,CVE-CA,0
Dividend Growth L0,AFN-CA,0
Dividend Growth L0,PVG-CA,0
Dividend Growth L0,BIR-CA,0
Dividend Growth L0,CPG-CA,0
Dividend Growth L0,SSRM-CA,0
Dividend Growth L0,K-CA,0
Dividend Growth L0,NTR-CA,0
Dividend Growth L0,CFP-CA,0
Dividend Growth L0,NG-CA,0
Dividend Growth L0,MSI-CA,0
Dividend Growth L0,DSG-CA,0
Dividend Growth L0,BTO-CA,0
Dividend Growth L0,CUF.UT-CA,0
Dividend Growth L0,AGI-CA,1
Dividend Growth L0,WJA-CA,0
Dividend Growth L0,MAG-CA,0
Dividend Growth L0,CRR.UT-CA,0
Dividend Growth L0,KXS-CA,0
Dividend Growth L0,ERF-CA,0
Dividend Growth L0,ASR-CA,0
Dividend Growth L0,CIX-CA,0
Dividend Growth L0,ARX-CA,0
Dividend Growth L0,NVU.UT-CA,0
Dividend Growth L0,HEXO-CA,0
Dividend Growth L0,TECK.B-CA,0
Dividend Growth L0,SMF-CA,0
Dividend Growth L0,GOOS-CA,0
Dividend Growth L0,HSE-CA,0
Dividend Growth L0,SHOP-CA,0
Dividend Growth L0,KL-CA,0
Dividend Growth L0,IVN-CA,0
Dividend Growth L0,NWH.UT-CA,0
Dividend Growth L0,BEI.UT-CA,0
Dividend Growth L0,SJR.B-CA,0
Dividend Growth L0,FCR-CA,0
Dividend Growth L0,ACB-CA,0
Dividend Growth L0,ESI-CA,0
Dividend Growth L0,PEY-CA,0
Dividend Growth L0,ERO-CA,0
Dividend Growth L0,TRQ-CA,0
Dividend Growth L0,SMU.UT-CA,0
Dividend Growth L0,GC-CA,0
Dividend Growth L0,FR-CA,0
Dividend Growth L0,DOO-CA,0
Dividend Growth L0,BB-CA,0
Dividend Growth L0,SCL-CA,0
Dividend Growth L0,SRU.UT-CA,1
Dividend Growth L0,TXG-CA,0
Dividend Growth L0,GIB.A-CA,0
Dividend Growth L0,GUD-CA,0
Dividend Growth L0,WPK-CA,0
Dividend Growth L0,ECN-CA,0
Dividend Growth L0,DRG.UT-CA,0
Dividend Growth L0,WCP-CA,1
Dividend Growth L0,DGC-CA,0
Dividend Growth L0,TOU-CA,0
Dividend Growth L0,WTE-CA,0
Dividend Growth L0,AX.UT-CA,0
Dividend Growth L0,PXT-CA,0
Dividend Growth L0,WEED-CA,0
Dividend Growth L0,DIR.UT-CA,0
Dividend Growth L0,EXE-CA,0
Dividend Growth L0,ALA-CA,0
Dividend Growth L0,TOY-CA,0
Dividend Growth L0,CRON-CA,0
Dividend Growth L0,TRI-CA,1
Dividend Growth L0,CSU-CA,1
Dividend Growth L0,SNC-CA,1
Dividend Growth L0,TOG-CA,1
Dividend Growth L0,CGX-CA,1
Dividend Growth L0,FRU-CA,1
Dividend Growth L0,AD-CA,1
Dividend Growth L0,PSK-CA,1
Dividend Growth L0,IPL-CA,1
Dividend Growth L0,TCL.A-CA,1
Dividend Growth L0,FFH-CA,1
Dividend Growth L0,WEF-CA,1
Dividend Growth L0,LB-CA,1
Dividend Growth L0,MTL-CA,1
Dividend Growth L0,REI.UT-CA,1
Dividend Growth L0,SES-CA,1
Dividend Growth L0,SIA-CA,1
Dividend Growth L0,CM-CA,1
Dividend Growth L0,EIF-CA,1
Dividend Growth L0,FTT-CA,1
Dividend Growth L0,KEY-CA,1
Dividend Growth L0,NWC-CA,1
Dividend Growth L0,NFI-CA,1
Dividend Growth L0,WPM-CA,1
Dividend Growth L0,BLX-CA,1
Dividend Growth L0,INE-CA,1
Dividend Growth L0,PWF-CA,1
Dividend Growth L0,NPI-CA,1
Dividend Growth L0,BEP.UT-CA,1
Dividend Growth L0,H-CA,1
Dividend Growth L0,GWO-CA,1
Dividend Growth L0,CPX-CA,1
Dividend Growth L0,BCE-CA,1
Dividend Growth L0,OR-CA,1
Dividend Growth L0,EMA-CA,1
Dividend Growth L0,WN-CA,1
Dividend Growth L0,BNS-CA,1
Dividend Growth L0,AP.UT-CA,1
Dividend Growth L0,ZZZ-CA,1
Dividend Growth L0,POW-CA,1
Dividend Growth L0,ENB-CA,1
Dividend Growth L0,RCI.B-CA,1
Dividend Growth L0,PPL-CA,1
Dividend Growth L0,STN-CA,1
Dividend Growth L0,CWB-CA,1
Dividend Growth L0,PBH-CA,1
Dividend Growth L0,BMO-CA,1
Dividend Growth L0,BPY.UT-CA,1
Dividend Growth L0,T-CA,1
Dividend Growth L0,CU-CA,1
Dividend Growth L0,FNV-CA,1
Dividend Growth L0,NA-CA,1
Dividend Growth L0,KMP.UT-CA,1
Dividend Growth L0,RY-CA,1
Dividend Growth L0,FTS-CA,1
Dividend Growth L0,TCN-CA,1
Dividend Growth L0,ECA-CA,1
Dividend Growth L0,L-CA,1
Dividend Growth L0,MIC-CA,1
Dividend Growth L0,CTC.A-CA,1
Dividend Growth L0,SAP-CA,1
Dividend Growth L0,TRP-CA,1
Dividend Growth L0,CNQ-CA,1
Dividend Growth L0,RCH-CA,1
Dividend Growth L0,SU-CA,1
Dividend Growth L0,AEM-CA,1
Dividend Growth L0,ARE-CA,1
Dividend Growth L0,EMP.A-CA,1
Dividend Growth L0,IFC-CA,1
Dividend Growth L0,ONEX-CA,1
Dividend Growth L0,ACO.X-CA,1
Dividend Growth L0,BIP.UT-CA,1
Dividend Growth L0,SLF-CA,1
Dividend Growth L0,TD-CA,1
Dividend Growth L0,CAR.UT-CA,1
Dividend Growth L0,MFI-CA,1
Dividend Growth L0,MFC-CA,1
Dividend Growth L0,IAG-CA,1
Dividend Growth L0,LIF-CA,1
Dividend Growth L0,ABX-CA,1
Dividend Growth L0,IMO-CA,1
Dividend Growth L0,GRT.UT-CA,1
Dividend Growth L0,X-CA,1
Dividend Growth L0,PAAS-CA,1
Dividend Growth L0,CJT-CA,1
Dividend Growth L0,EFX-CA,1
Dividend Growth L0,AQN-CA,1
Dividend Growth L0,MRU-CA,1
Dividend Growth L0,PSI-CA,1
Dividend Growth L0,IIP.UT-CA,1
Dividend Growth L0,CNR-CA,1
Dividend Growth L0,BAM.A-CA,1
Dividend Growth L0,MG-CA,1
Dividend Growth L0,TFII-CA,1
Dividend Growth L0,CP-CA,1
Dividend Growth L0,SJ-CA,1
Dividend Growth L0,OGC-CA,1
Dividend Growth L0,TIH-CA,1
Dividend Growth L0,ATD.B-CA,1
Dividend Growth L0,CAE-CA,1
Dividend Growth L0,DOL-CA,1
Dividend Growth L0,CCL.B-CA,1
Dividend Growth L0,ENGH-CA,1
Dividend Growth L0,WCN-CA,1
Dividend Growth L0,MTY-CA,1
Dividend Growth L0,MRE-CA,1
Dividend Growth L0,CIGI-CA,1
Dividend Growth L0,GIL-CA,1
Dividend Growth L0,WFT-CA,1
Dividend Growth L0,BAD-CA,1
Dividend Growth L0,QBR.B-CA,1
Dividend Difference L1,NXE-CA,0
Dividend Difference L1,GEI-CA,0
Dividend Difference L1,D.UT-CA,0
Dividend Difference L1,WSP-CA,0
Dividend Difference L1,CHP.UT-CA,0
Dividend Difference L1,EDV-CA,0
Dividend Difference L1,LUN-CA,0
Dividend Difference L1,KEL-CA,0
Dividend Difference L1,IFP-CA,0
Dividend Difference L1,RNW-CA,0
